id;Краткое название;Полное наименование;Бренд;Электронная почта;Телефон;Факс;ОКВЭД;Бик;ИМНС;КПП;ОКПО;р/счет;кор/счет;ОГРН;ОГРН: Кто выдал;ОГРН: Номер;ОГРН: Дата;ОГРН: Адрес;ИНН;ИНН: Дата получения;ИНН: Место получения;Банк;ОКОПФ;Форма собственности;Отрасль
ADA88775-BDAA-E811-822B-005056807186;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МОСКОВСКИЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МГОМЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ ХУДОЖЕСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ И ПРИРОДНО-ЛАНДШАФТНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";NULL;mgomz@culture.mos.ru;NULL;NULL;NULL;NULL;7724;772401001;02182726;NULL;NULL;1027700189087;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724093531;1993-09-30 02:00:00.000;Инспекция Федеральной налоговой службы № 24 по г.Москве;NULL;NULL;NULL;другая
2379B4C5-8D4C-E511-8232-005056807186;"ФГБУ ""ОК ""БОР""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""БОР"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ";NULL;NULL;NULL;NULL;NULL;NULL;5009;500901001;NULL;NULL;NULL;1075009005939;Инспекция Федеральной налоговой службы по г.Домодедово Московской области.;NULL;NULL;NULL;5009061310;2007-12-10 21:00:00.000;Инспекция Федеральной налоговой службы по г.Домодедово Московской области;NULL;NULL;NULL;другая
45DA6AE1-974C-E511-8232-005056807186;Региональный общественный фонд социально-правовой защиты отечественного архитектурного наследия;Региональный общественный фонд социально-правовой защиты отечественного архитектурнго наследия;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7725351425;NULL;NULL;NULL;NULL;NULL;другая
EC803BD1-714D-E511-8232-005056807186;"ООО ""ГПБ - СЕРВИС. АВАРИЙНАЯ СЛУЖБА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГПБ - СЕРВИС. АВАРИЙНАЯ СЛУЖБА""";NULL;NULL;NULL;NULL;NULL;NULL;7708;770801001;NULL;NULL;NULL;1037789030872;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7719503581;2014-02-02 21:00:00.000;Инспекция Федеральной налоговой службы № 8 по г. Москве;NULL;NULL;NULL;другая
BD38739C-C9CF-E511-81EF-005056807186;"ООО ""Дмитровка, 23""";"Общество с ограниченной ответственностью ""Дмитровка, 23""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1137746772316;NULL;NULL;NULL;NULL;7727812752;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
8FC40357-E84F-E511-8232-005056807186;"ООО ""КНЕХТ""";"Общество с ограниченной ответственностью ""КНЕХТ""";NULL;NULL;NULL;NULL;NULL;NULL;7705;770501001;NULL;NULL;NULL;1117746609331;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705957994;2011-08-07 21:00:00.000;Инспекция Федеральной налоговой службы № 5 по г. Москве;NULL;NULL;NULL;другая
B4D1832C-E94F-E511-8232-005056807186;"Акционерное общество ""Мосинжпроект""";"Акционерное общество ""Мосинжпроект""";NULL;MaslovSV@mosinzhproekt.ru;NULL;NULL;NULL;NULL;7701;770101001;NULL;NULL;NULL;1107746614436;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7701885820;2010-08-02 21:00:00.000;Инспекция Федеральной налоговой службы № 1 по г.Москве;NULL;NULL;NULL;другая
F236C8E1-9350-E511-8232-005056807186;"ООО ""Итал Инжиниринг Интернешнл""";"Общество с ограниченной ответственностью ""Итал Инжиниринг Интернешнл""";NULL;NULL;NULL;NULL;NULL;NULL;7703;770301001;NULL;NULL;NULL;1057749340571;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7725555796;2009-04-15 21:00:00.000;Инспекция Федеральной налоговой службы № 3 по г.Москве;NULL;NULL;NULL;другая
3A224CF0-2CCF-E511-81EF-005056807186;"Общество с ограниченной ответственностью ""РЕСТАВРАТОР""";Общество с ограниченной ответственностью РЕСТАВРАТОР;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7705556255;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
8B2A5623-A350-E511-8232-005056807186;"НО ФОНД ПСЭИ ""ДОСТОЙНАЯ ЖИЗНЬ""";"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД ПОДДЕРЖКИ СОЦИАЛЬНЫХ И ЭКОНОМИЧЕСКИХ ИНИЦИАТИВ ""ДОСТОЙНАЯ ЖИЗНЬ""";NULL;NULL;NULL;NULL;NULL;NULL;7705;770501001;NULL;NULL;NULL;1027739283296;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7705364507;2000-06-05 21:00:00.000;Инспекция Федеральной налоговой службы № 5 по г. Москве;NULL;NULL;NULL;другая
579D4DC6-A450-E511-8232-005056807186;Фонд В.Винокура в поддержку культуры и искусства;Фонд В.Винокура в поддержку культуры и искусства;NULL;NULL;NULL;NULL;NULL;NULL;7713;771301001;NULL;NULL;NULL;1107799034771;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7713388082;2010-11-29 21:00:00.000;Инспекция Федеральной налоговой службы № 13 по г.Москве;NULL;NULL;NULL;другая
A96A3EAB-6E51-E511-8232-005056807186;ГОСУДАРСТВЕННАЯ ТРЕТЬЯКОВСКАЯ ГАЛЕРЕЯ, ТРЕТЬЯКОВСКАЯ ГАЛЕРЕЯ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ВСЕРОССИЙСКОЕ МУЗЕЙНОЕ ОБЪЕДИНЕНИЕ ""ГОСУДАРСТВЕННАЯ ТРЕТЬЯКОВСКАЯ ГАЛЕРЕЯ""";NULL;NULL;NULL;(495) 953-10-51;NULL;NULL;7706;770601001;NULL;NULL;NULL;1027739407079;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7706032800;1995-04-12 21:00:00.000;Инспекция Федеральной налоговой службы № 6 по г. Москве;NULL;27903404-05A4-E111-8681-02BF0A7F2538;NULL;другая
930809D9-7051-E511-8232-005056807186;"ООО ""ТОРГПРОДУКТСЕРВИС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГПРОДУКТСЕРВИС""";NULL;NULL;NULL;NULL;NULL;NULL;7706;770601001;NULL;NULL;NULL;1027739164485;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705275215;2009-01-29 21:00:00.000;Инспекция Федеральной налоговой службы № 6 по г. Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
46AEA66A-7251-E511-8232-005056807186;"ООО ""АЛЬКОН-СТРОЙ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОН-СТРОЙ""";NULL;NULL;NULL;NULL;NULL;NULL;7701;770101001;NULL;NULL;NULL;5147746419486;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7701416377;2014-11-26 21:00:00.000;Инспекция Федеральной налоговой службы № 1 по г.Москве;NULL;NULL;NULL;другая
59A8ED95-70BA-E811-822B-005056807186;ИХФ РАН;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ХИМИЧЕСКОЙ ФИЗИКИ ИМ. Н.Н. СЕМЕНОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;NULL;NULL;NULL;NULL;NULL;NULL;7736;773601001;NULL;NULL;NULL;1037739200025;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7736054230;1995-05-18 22:00:00.000;Инспекция Федеральной налоговой службы № 36 по г.Москве;NULL;NULL;NULL;другая
BDD64F93-AD7B-E511-8514-005056807186;ГБУК г. Москвы «Библиотека-читальня им. А.С Пушкина»;Государственное бюджетное учреждение культуры города Москвы «Библиотека-читальня им. А.С Пушкина»;NULL;NULL;NULL;NULL;NULL;NULL;NULL;770101001;NULL;NULL;NULL;1027739541940;NULL;NULL;NULL;NULL;7701030454;NULL;NULL;NULL;NULL;NULL;другая
002F8754-73BA-E811-822B-005056807186;ИХФ РАН;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ХИМИЧЕСКОЙ ФИЗИКИ ИМ. Н.Н. СЕМЕНОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;NULL;NULL;NULL;NULL;NULL;NULL;7736;773601001;NULL;NULL;NULL;1037739200025;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7736054230;1995-05-19 00:00:00.000;Инспекция Федеральной налоговой службы № 36 по г.Москве;NULL;NULL;NULL;другая
DAA39CF1-0652-E511-8232-005056807186;"ООО ""ВЦ СТРОЙЭКСПО""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЫСТАВОЧНЫЙ ЦЕНТР  СТРОЙЭКСПО""";NULL;afonina@psngroup.ru;NULL;NULL;NULL;NULL;7721;772101001;NULL;NULL;NULL;1027739102907;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7719066187;2012-02-01 21:00:00.000;Инспекция Федеральной налоговой службы № 21 по г.Москве;NULL;NULL;NULL;другая
BE918C40-1152-E511-8232-005056807186;"ООО ""АТЛАНТИК СТЕЛС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТИК СТЕЛС""";NULL;NULL;NULL;NULL;NULL;NULL;7714;771401001;NULL;NULL;NULL;1027714000566;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7714273648;2002-07-29 21:00:00.000;Инспекция Федеральной налоговой службы № 14 по г.Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
DD5ACB7B-E152-E511-838D-005056807186;ВМДПНИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ВСЕРОССИЙСКИЙ МУЗЕЙ ДЕКОРАТИВНО-ПРИКЛАДНОГО И НАРОДНОГО ИСКУССТВА""";NULL;NULL;NULL;NULL;NULL;NULL;7707;770701001;NULL;NULL;NULL;1037739216657;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7707063713;2003-01-24 21:00:00.000;Инспекция Федеральной налоговой службы № 7 по г. Москве;NULL;D33883FE-F397-E011-9FF4-000C29D12628;NULL;другая
D49D8687-E352-E511-838D-005056807186;МАТИ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""МАТИ - РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ К.Э. ЦИОЛКОВСКОГО""";NULL;NULL;NULL;NULL;NULL;NULL;7707;770701001;NULL;NULL;NULL;1037739279401;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7707040498;2003-01-28 21:00:00.000;Инспекция Федеральной налоговой службы № 7 по г. Москве;NULL;NULL;NULL;другая
117F3858-F052-E511-838D-005056807186;"ООО ""УЛИАС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛИАС""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1127746555221;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7703772099;2014-11-16 21:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
AD0360A5-F552-E511-838D-005056807186;"ООО ""КиН""";"Общество с ограниченной ответственностью ""Консолидация и Недвижимость""";NULL;NULL;NULL;NULL;NULL;NULL;7727;772701001;NULL;NULL;NULL;1107746180717;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7727712853;2010-03-09 21:00:00.000;Инспекция Федеральной налоговой службы № 27 по г.Москве;NULL;NULL;NULL;другая
083C50BF-FD52-E511-838D-005056807186;"Сретенский ставропигиальный мужской монастырь ";"Религиозная организация ""Сретенский ставропигиальный мужской монастырь Русской Православной Церкви (Московский Патриархат)""";NULL;zavgar-sm@mail.ru;NULL;NULL;NULL;NULL;7702;770201001;NULL;NULL;NULL;1027739660520;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7702141968;1994-03-28 21:00:00.000;Инспекция Федеральной налоговой службы № 2 по г.Москве;NULL;NULL;NULL;другая
012DE6EB-06CF-E511-81EF-005056807186;"ООО СОП ""СУПЕР-М""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННОЕ ОРТОПЕДИЧЕСКОЕ ПРЕДПРИЯТИЕ ""СУПЕР-М""";NULL;NULL;NULL;NULL;NULL;NULL;7709;770901001;NULL;NULL;NULL;1027739118406;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7709304682;2002-08-26 21:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;NULL;NULL;NULL;другая
BA34FCC8-CE56-E511-838D-005056807186;Богоявленский кафедральный Собор;МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД БОГОЯВЛЕНСКОГО КАФЕДРАЛЬНОГО СОБОРА ГОР. МОСКВЫ МОСКОВСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ);NULL;NULL;NULL;NULL;NULL;NULL;7701;770101001;NULL;NULL;NULL;1027739748332;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7701051670;1991-08-22 21:00:00.000;Инспекция Федеральной налоговой службы № 1 по г.Москве;NULL;8D8C146A-3B4B-E111-9F82-00155D003200;NULL;другая
66D6768B-DF56-E511-838D-005056807186;Приход храма Успения Пресвятой Богородицы в Троице-Лыкове г.Москвы;Местная религиозная организация Православный приход храма Успения Пресвятой Богородицы в Троице-Лыкове гор. Москвы Московской епархии Русской Православной Церкви (Московский Патриархат);NULL;NULL;NULL;NULL;NULL;NULL;7734;773401001;NULL;NULL;NULL;1037739758231;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7734104091;1995-02-08 21:00:00.000;Инспекция Федеральной налоговой службы № 34 по г.Москве;NULL;8D8C146A-3B4B-E111-9F82-00155D003200;NULL;другая
1FC15C16-99EC-E311-8538-005056807186;"ФГУП ""ПОЧТА РОССИИ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЧТА РОССИИ""";NULL;NULL;NULL;NULL;NULL;NULL;7724;772401001;NULL;NULL;NULL;1037724007276;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724261610;2003-02-13 20:00:00.000;Инспекция Федеральной налоговой службы № 24 по г.Москве;NULL;NULL;NULL;другая
D28E994B-E156-E511-838D-005056807186;ГБУ МФЦ ГОРОДА МОСКВЫ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МНОГОФУНКЦИОНАЛЬНЫЕ ЦЕНТРЫ ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ УСЛУГ ГОРОДА МОСКВЫ""";NULL;NULL;NULL;NULL;NULL;NULL;7710;771001001;NULL;NULL;NULL;5117746050989;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7731419456;2013-08-28 21:00:00.000;Инспекция Федеральной налоговой службы № 10 по г. Москве;NULL;NULL;NULL;другая
066A0E6B-A0EC-E311-8538-005056807186;МОСПРОМСТРОЙ;МОСПРОМСТРОЙ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;другая
D2B2C5AD-E756-E511-838D-005056807186;"ООО ""СМН""";"Общество с ограниченной ответственностью ""СМН""";NULL;NULL;NULL;NULL;NULL;NULL;7710;771001001;NULL;NULL;NULL;1067758595486;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7710648550;2006-10-23 20:00:00.000;Инспекция Федеральной налоговой службы №10 по г.Москве;NULL;NULL;NULL;другая
00387588-EA56-E511-838D-005056807186;"ООО ""КТЛС-4""";"Общество с ограниченной ответственностью ""КТЛС-4""";NULL;NULL;NULL;NULL;NULL;NULL;7721;772101001;NULL;NULL;NULL;1087746679272;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7721623283;2008-05-25 21:00:00.000;Инспекция Федеральной налоговой службы № 21 по г.Москве;NULL;NULL;NULL;другая
29EFE758-ED56-E511-838D-005056807186;"ООО ""СВЛА""";"Общество с ограниченной ответственностью ""СВЛА""";NULL;NULL;NULL;NULL;NULL;NULL;7714;771401001;NULL;NULL;NULL;5077746330261;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7714686331;2007-03-18 21:00:00.000;Инспекция Федеральной налоговой службы № 14 по г.Москве;NULL;NULL;NULL;другая
9A52D560-58CE-E511-81EF-005056807186;"Общество с ограниченной ответственностью ""РЕАТОН""";"Общество с ограниченной ответственностью ""РЕАТОН""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2460246455;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
72521B40-BA4B-E511-8232-005056807186;ТЕАТРАЛЬНЫЙ ИНСТИТУТ ИМЕНИ БОРИСА ЩУКИНА;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ТЕАТРАЛЬНЫЙ ИНСТИТУТ ИМЕНИ БОРИСА ЩУКИНА ПРИ ГОСУДАРСТВЕННОМ АКАДЕМИЧЕСКОМ ТЕАТРЕ ИМЕНИ ЕВГЕНИЯ ВАХТАНГОВА""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027739809096;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704058909;1995-11-08 21:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;27903404-05A4-E111-8681-02BF0A7F2538;NULL;другая
28982E28-54CE-E511-81EF-005056807186;"ООО УК ""РУССТРОЙСОЮЗ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РУССТРОЙСОЮЗ""";NULL;NULL;NULL;NULL;NULL;NULL;7708;770801001;NULL;NULL;NULL;1097746390642;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7731630635;2012-06-18 21:00:00.000;Инспекция Федеральной налоговой службы № 8 по г. Москве;NULL;NULL;NULL;другая
7DF03C12-50CE-E511-81EF-005056807186;"ЗАО ТОРГОВЫЙ ДОМ ""РУССКАЯ ТРОЙКА""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТОРГОВЫЙ ДОМ ""РУССКАЯ ТРОЙКА""";NULL;NULL;NULL;NULL;NULL;NULL;7736;773601001;NULL;NULL;NULL;1027739671772;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;5077000475;2001-02-13 21:00:00.000;Инспекция Федеральной налоговой службы № 36 по г.Москве;NULL;NULL;NULL;другая
6F82FE6E-CBCF-E511-81EF-005056807186;"ООО ""ДЕЛЬТА СТРОЙ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛЬТА СТРОЙ""";NULL;NULL;NULL;NULL;NULL;NULL;7720;772001001;NULL;NULL;NULL;1137746628601;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705545366;2014-12-04 21:00:00.000;Инспекция Федеральной налоговой службы № 20 по г.Москве;NULL;NULL;NULL;другая
66E5F13D-5D76-E511-8514-005056807186;"ООО ""СтройКом""";"Общество с ограниченной ответственностью ""СтройКом""";NULL;NULL;NULL;NULL;NULL;NULL;7705;770501001;NULL;NULL;NULL;1127747278790;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705529558;2012-12-23 21:00:00.000;Инспекция Федеральной налоговой службы № 5 по г. Москве;NULL;NULL;NULL;другая
856F8259-6F4D-E511-8232-005056807186;ТЕАТРАЛЬНЫЙ МУЗЕЙ ИМ. А.А. БАХРУШИНА, ФГБУК ГЦТМ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ ЦЕНТРАЛЬНЫЙ ТЕАТРАЛЬНЫЙ МУЗЕЙ ИМЕНИ А.А. БАХРУШИНА""";NULL;NULL;NULL;NULL;NULL;NULL;7705;770501001;NULL;NULL;NULL;1037739292470;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705042669;2003-01-28 21:00:00.000;Инспекция Федеральной налоговой службы № 5 по г. Москве;NULL;NULL;NULL;другая
3422A2D0-FFCB-E511-81EF-005056807186;"ФГУП ИНСТИТУТ ""СПЕЦПРОЕКТРЕСТАВРАЦИЯ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ИНСТИТУТ ПО РЕСТАВРАЦИИ ПАМЯТНИКОВ ИСТОРИИ И КУЛЬТУРЫ ""СПЕЦПРОЕКТРЕСТАВРАЦИЯ""";NULL;NULL;NULL;NULL;NULL;NULL;7745;774501001;NULL;NULL;NULL;1027739818952;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7719003490;2003-07-29 21:00:00.000;Межрайонная инспекция Федеральной налоговой службы № 45 по г.Москве;NULL;NULL;NULL;другая
A4FA2239-D1CB-E511-81EF-005056807186;"ООО ""БАРКЕТТО""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРКЕТТО""";NULL;NULL;NULL;NULL;NULL;NULL;7709;770901001;NULL;NULL;NULL;1117746319756;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7726675052;2012-09-09 21:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
6CD8634B-2777-E511-8514-005056807186;"ООО ""ИНКОМТРАСТ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНКОМТРАСТ""";NULL;NULL;NULL;NULL;NULL;NULL;7706;770601001;NULL;NULL;NULL;1087746089914;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7728646191;2011-04-05 21:00:00.000;Инспекция Федеральной налоговой службы № 6 по г. Москве;NULL;NULL;NULL;другая
31E0FC53-BA77-E511-8514-005056807186;"ГБПОУ ДЗМ ""МК № 6""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МЕДИЦИНСКИЙ КОЛЛЕДЖ № 6""";NULL;info@mk6.mosgorzdrav.ru;NULL;NULL;NULL;NULL;7716;771601001;NULL;NULL;NULL;1037739573596;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;1037739573596;NULL;NULL;7716034282;1994-12-27 21:00:00.000;Инспекция Федеральной налоговой службы № 16 по г. Москве;NULL;E83883FE-F397-E011-9FF4-000C29D12628;NULL;другая
12878939-CA77-E511-8514-005056807186;"ООО ""ДЖАПРО КОРПОРЭЙШН""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖАПРО КОРПОРЭЙШН""";NULL;NULL;NULL;NULL;NULL;NULL;7702;770201001;NULL;NULL;NULL;1037700252600;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7702019598;1992-02-25 21:00:00.000;Инспекция Федеральной налоговой службы № 2 по г.Москве;NULL;NULL;NULL;другая
DEA5D07A-CE77-E511-8514-005056807186;Министерство обороны РФ Федеральное Государственное Бюджетное Учреждение 27 НАУЧНЫЙ ЦЕНТР;Федеральное Государственное Бюджетное Учреждение 27 НАУЧНЫЙ ЦЕНТР;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1136441000717;NULL;NULL;NULL;NULL;7701065753;NULL;NULL;NULL;NULL;NULL;другая
